BRW_CODROL;BRW_DESROL;BRW_SUBGRU;BRW_GRUPO;BRW_CAPITU;BRW_OD;BRW_AMB;BRW_HCO;BRW_HSO;BRW_PAC;BRW_DUT;BRW_SEQROL
20104014;ACTINOTERAPIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000093
20104022;APLICAÇÃO DE HIPOSSENSIBILIZANTE;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000094
20104049;CATETERISMO VESICAL;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000095
20104057;CAUTERIZAÇÃO QUÍMICA;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000096
20104065;CERUMEN - REMOÇÃO;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000097
20104073;CRIOTERAPIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000098
20104081;CURATIVOS EM GERAL COM OU SEM ANESTESIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000099
20104090;CURATIVOS EM GERAL COM OU SEM ANESTESIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000100
20104103;CURATIVOS EM GERAL COM OU SEM ANESTESIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000101
20104111;DILATAÇÃO URETRAL;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000102
20104120;FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;;;PAC;;000103
20104138;PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000104
20104146;PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000105
20104154;INSTILAÇÃO VESICAL OU URETRAL;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000106
20104189;OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;PAC;1;000107
20104200;SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;;;;1;000108
20104219;SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;;;;1;000109
20104227;SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;;;;1;000110
20104235;TERAPIA INALATÓRIA (NEBULIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000111
20104243;TERAPIA ONCOLÓGICA - PLANEJAMENTO;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;;000112
20104251;QUIMIOTERAPIA SISTÊMICA;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;000113
20104260;TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;PAC;;000114
20104278;QUIMIOTERAPIA SISTÊMICA;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;000115
20104286;QUIMIOTERAPIA SISTÊMICA;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;000116
20104294;TERAPIA ONCOLÓGICA - PLANEJAMENTO;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;;000117
20104308;QUIMIOTERAPIA SISTÊMICA;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;000118
20104316;DUCHA DE POLITZER OU CURATIVO DE OUVIDO;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000119
20104324;CURATIVOS EM GERAL COM OU SEM ANESTESIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000120
20104430;TERAPIA ANTINEOPLÁSICA ORAL PARA TRATAMENTO DO CÂNCER DA  PRÓSTATA MEDICAMENTO: ABIRATERONA, ACETATO DE (COM DIRETRIZ DE UTILIZAÇÃO);AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;1;000121
20104332;CURATIVOS EM GERAL COM OU SEM ANESTESIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000122
20104383;PULSOTERAPIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000123
20104391;TERAPIA IMUNOBIOLÓGICA ENDOVENOSA PARA TRATAMENTO DE ARTRITE PSORIÁSICA, DOENÇA DE CROHN E ESPONDILITE ANQUILOSANTE (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;1;000124
20104421;TERAPIA IMUNOBIOLÓGICA ENDOVENOSA OU SUBCUTÂNEA PARA TRATAMENTO DE ARTRITE REUMATÓIDE (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;1;000125
20105037;FORNECIMENTO DE EQUIPAMENTOS COLETORES  E ADJUVANTES PARA COLOSTOMIA, ILEOSTOMIA E UROSTOMIA, SONDA VESICAL DE DEMORA E COLETOR DE URINA (COM PROTOCOLO DE UTILIZAÇÃO - PROUT);AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000126
20201010;ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE RENAL NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E DO DOADOR;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;PAC;;000127
20201028;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000128
20201036;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000129
20201044;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000130
20201052;CARDIOVERSÃO ELÉTRICA COM ELETROCARDIOGRAMA;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000131
20201060;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000132
20201087;CONSULTA MÉDICA;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;AMB;;;;;000133
20201095;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000134
20201109;AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000135
20201117;AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000136
20201125;AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000137
20201133;VISITA HOSPITALAR;CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES;PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS;;;HCO;HSO;;;000138
20202016;CARDIOTOCOGRAFIA;MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000139
20202024;CARDIOTOCOGRAFIA;MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000140
20202032;AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU VENOSO);RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;000141
20202040;MONITORIZAÇÃO NEUROFISIOLÓGICA INTRA-OPERATÓRIA;MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000142
20202059;POTENCIAL EVOCADO INTRA-OPERATÓRIO - MONITORIZAÇÃO CIRÚRGICA (PE/IO);MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000143
20202067;MONITORIZAÇÃO DA PRESSÃO INTRACRANIANA;MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;000144
20203012;REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000145
20203020;REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000146
20203047;REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000147
20203063;REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000148
20203071;REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000149
20204027;CARDIOVERSÃO ELÉTRICA COM ELETROCARDIOGRAMA;AVALIAÇÕES/ACOMPANHAMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000150
20204035;CARDIOVERSÃO QUÍMICA DE ARRITMIA PAROXÍSTA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000151
20204043;PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000152
20204086;TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;PAC;;000153
20204159;PULSOTERAPIA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;;000154
20204167;TERAPIA IMUNOBIOLÓGICA ENDOVENOSA PARA TRATAMENTO DE ARTRITE PSORIÁSICA, DOENÇA DE CROHN E ESPONDILITE ANQUILOSANTE (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;1;000155
20204175;TERAPIA IMUNOBIOLÓGICA ENDOVENOSA OU SUBCUTÂNEA PARA TRATAMENTO DE ARTRITE REUMATÓIDE (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;PAC;1;000156
30101018;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000157
30101050;APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000158
30101069;AUTONOMIZAÇÃO DE RETALHO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000159
30101077;BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000160
30101085;BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000161
30101093;CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000162
30101107;CAUTERIZAÇÃO QUÍMICA;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000163
30101115;CIRURGIA DA HIDROSADENITE;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000164
30101123;BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000165
30101140;LINFEDEMA - TRATAMENTO CIRÚRGICO;CIRURGIA LINFÁTICA;SISTEMA CÁRDIO-CIRCULATÓRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000166
30101158;CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000167
30101166;CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000168
30101174;CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000169
30101182;CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000170
30101204;CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000171
30101212;CURATIVO DE QUEIMADURAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000172
30101220;CURATIVO DE QUEIMADURAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000173
30101239;CURATIVO ESPECIAL SOB ANESTESIA;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000174
30101247;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000175
30101255;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000176
30101263;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000177
30101271;DERMOLIPECTOMIA (COM DIRETRIZ DE UTILIZAÇÃO);PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;1;000178
30101280;DESBRIDAMENTO CIRÚRGICO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000179
30101298;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;000180
30101301;ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000181
30101310;ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000182
30101328;ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000183
30101336;ENXERTO OU HOMOENXERTO DE PELE;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;000184
